90 1586
9 20 -39
9 21 -46
9 22 10
9 23 38
9 24 -23
9 25 -32
9 26 -18
9 27 -44
9 28 -49
9 29 -8
9 30 -8
10 11 -38
10 12 -20
10 13 39
10 14 18
10 15 -25
10 16 49
10 17 46
10 18 -22
10 19 22
10 20 -19
10 21 21
10 22 -38
10 23 40
10 24 29
10 25 3
10 26 -2
10 27 -25
10 28 -44
10 29 33
10 30 11
11 12 26
11 13 46
11 14 -40
11 15 36
11 16 -25
11 17 -42
11 18 28
11 19 -46
11 20 35
11 21 -33
11 22 33
11 23 -14
11 24 2
11 25 -50
11 26 49
11 27 28
11 28 -32
11 29 34
11 30 26
12 13 -17
12 14 -34
12 15 19
12 16 7
12 17 9
12 18 -18
12 19 -14
12 20 -24
12 21 44
12 22 -3
12 23 -19
12 24 30
12 25 -9
12 26 -9
12 27 40
12 28 49
12 29 47
12 30 -29
13 14 -10
13 15 5
13 16 -31
13 17 -15
13 18 8
13 19 1
13 20 26
13 21 -44
13 22 16
13 23 3
13 24 -4
13 25 46
13 26 -35
13 27 -50
13 28 33
13 29 2
13 30 -41
14 15 25
14 16 -34
14 17 -1
14 18 41
14 19 -38
14 20 -27
14 21 15
14 22 24
14 23 41
14 24 35
14 25 6
14 26 3
14 27 -10
14 28 -36
14 29 -31
14 30 -17
15 16 -47
15 17 12
15 18 -24
15 19 -15
15 20 -50
15 21 -17
15 22 -44
15 23 44
15 24 -41
15 25 15
15 26 -8
15 27 -45
15 28 35
15 29 4
15 30 -5
16 17 -21
16 18 10
16 19 40
16 20 -38
16 21 43
16 22 45
16 23 28
16 24 49
16 25 9
16 26 2
16 27 -32
16 28 -38
16 29 9
16 30 25
17 18 43
17 19 7
17 20 28
17 21 24
17 22 -21
17 23 28
17 24 -31
17 25 -3
17 26 -45
17 27 -14
17 28 -2
17 29 39
17 30 -40
18 19 -45
18 20 18
18 21 13
18 22 19
18 23 49
18 24 29
18 25 31
18 26 -4
18 28 -39
18 29 13
18 30 -11
19 20 -7
19 21 -14
19 22 23
19 23 17
19 24 -47
19 25 27
19 26 -39
19 27 -46
19 28 -48
19 29 2
19 30 18
20 21 34
20 22 24
20 23 -16
20 24 9
20 25 39
20 26 -29
20 27 7
20 28 -49
20 29 29
20 30 -25
21 23 7
21 24 -31
21 25 -11
21 26 50
21 27 -24
21 28 27
21 29 -2
21 30 -29
21 31 -24
21 32 41
21 33 39
21 34 -13
21 35 -40
21 36 26
21 37 -38
21 38 47
21 39 36
21 40 -30
21 41 17
21 42 13
21 43 -10
21 44 -5
21 45 36
21 46 -9
21 47 8
21 48 27
21 49 -41
21 50 -11
22 23 6
22 24 38
22 25 -24
22 26 -19
22 27 -40
22 28 -9
22 29 -50
22 30 -10
22 31 -31
22 32 -47
22 33 -27
22 34 41
22 35 20
22 36 -17
22 37 48
22 38 22
22 39 -15
22 40 -31
22 41 -24
22 42 -16
22 43 15
22 44 -20
22 45 -10
22 46 -16
22 47 -11
22 48 -11
22 49 -49
22 50 -25
23 24 -30
23 25 45
23 26 -10
23 27 -12
23 28 39
23 29 -7
23 30 45
23 31 39
23 32 -37
23 33 28
23 34 -42
23 35 29
23 36 -4
23 37 -47
23 38 -3
23 39 -36
23 40 -10
23 41 9
23 42 -20
23 43 43
23 44 -46
23 45 7
23 47 24
23 48 8
23 49 4
23 50 -19
24 25 -22
24 26 -31
24 27 32
24 28 -35
24 29 -41
24 30 -7
24 31 -22
24 32 -14
24 33 -9
24 34 35
24 35 47
24 36 28
24 37 18
24 38 37
24 39 -24
24 40 -5
24 41 17
24 42 -2
24 43 47
24 44 -11
24 45 23
24 46 18
24 47 -7
24 48 44
24 49 7
24 50 -41
25 26 -3
25 27 9
25 28 -9
25 29 -48
25 30 -48
25 31 18
25 32 8
25 33 13
25 34 34
25 35 33
25 36 -49
25 37 7
25 38 -39
25 39 -32
25 40 45
25 41 -42
25 42 -28
25 43 -9
25 44 25
25 45 -27
25 46 -13
25 47 34
25 48 12
25 49 -46
25 50 -49
26 27 32
26 28 5
26 29 36
26 30 35
26 31 -19
26 32 -3
26 33 -12
26 34 -20
26 35 23
26 36 -43
26 37 16
26 38 10
26 39 24
26 40 45
26 41 -44
26 42 -8
26 43 17
26 44 -7
26 45 12
26 46 49
26 47 -35
26 48 -15
26 49 -6
26 50 -37
27 28 45
27 29 44
27 30 -17
27 31 -23
27 32 -48
27 33 -14
27 34 -11
27 35 -17
27 36 -9
27 37 -33
27 38 1
27 39 31
27 40 31
27 41 8
27 42 -40
27 43 -41
27 44 2
27 45 39
27 46 7
27 47 -31
27 48 -13
27 49 -33
27 50 50
28 29 -33
28 30 17
28 31 -24
28 32 24
28 33 -25
28 34 50
28 35 25
28 36 -29
28 37 30
28 38 -7
28 39 46
28 40 -23
28 41 45
28 42 17
28 43 40
28 44 -26
28 45 27
28 46 24
28 47 20
28 48 44
28 49 -44
28 50 20
29 30 -32
29 31 6
29 32 36
29 33 26
29 34 -45
29 35 -40
29 36 2
29 37 41
29 38 -41
29 39 13
29 40 31
29 41 23
29 42 39
29 43 10
29 44 50
29 45 -47
29 46 9
29 47 -28
29 48 13
29 49 26
29 50 -21
30 31 4
30 32 23
30 33 -1
30 34 -20
30 35 -46
30 36 46
30 37 4
30 38 -32
30 39 14
30 40 20
30 41 26
30 42 -1
30 43 19
30 44 -6
30 45 34
30 46 2
30 47 -6
30 48 21
30 49 36
30 50 3
31 32 35
31 33 24
31 34 -37
31 35 -22
31 36 -38
31 37 17
31 38 -45
31 39 -16
31 40 -7
31 41 24
31 42 13
31 43 3
31 44 -30
31 45 -30
31 46 11
31 47 -6
31 48 32
31 49 -12
31 50 45
32 33 22
32 34 20
32 35 33
32 36 1
32 37 8
32 38 -11
32 39 48
32 40 40
32 41 -40
32 42 49
32 43 -33
32 44 -30
32 45 -23
32 46 -35
32 47 -25
32 48 -5
32 49 1
32 50 20
33 34 -19
33 35 15
33 36 -21
33 37 45
33 38 -21
33 39 13
33 40 -26
33 41 -26
33 42 -5
33 44 13
33 45 47
33 46 -29
33 47 7
33 48 43
33 49 -32
33 50 42
34 35 20
34 36 46
34 37 -14
34 38 -22
34 39 27
34 40 34
34 41 23
34 42 -49
34 43 -24
34 44 1
34 45 -32
34 46 -13
34 47 38
34 48 -27
34 49 41
34 50 11
35 36 33
35 37 -14
35 38 -23
35 39 18
35 40 3
35 41 -16
35 42 10
35 43 -49
35 44 3
35 45 -8
35 46 10
35 47 -11
35 48 1
35 49 -33
35 50 -25
36 37 -23
36 38 -39
36 39 -26
36 40 -47
36 41 37
36 42 -13
36 43 -48
36 44 -22
36 45 -15
36 46 34
36 47 -10
36 48 -12
36 49 4
36 50 47
37 38 -46
37 39 17
37 40 5
37 41 13
37 42 16
37 43 19
37 44 26
37 45 -33
37 46 45
37 47 23
37 48 6
37 49 29
37 50 -50
38 39 -7
38 40 5
38 41 9
38 42 -33
38 43 30
38 44 15
38 45 -11
38 46 15
38 47 41
38 48 -20
38 49 46
38 50 48
39 40 43
39 41 -40
39 42 -2
39 43 -25
39 44 39
39 45 41
39 46 -47
39 47 -27
39 48 -3
39 49 -46
39 50 -10
40 41 -42
40 42 -10
40 43 -5
40 45 -31
40 46 3
40 47 -24
40 48 10
40 49 -1
40 50 -3
41 42 6
41 43 -39
41 44 7
41 45 -1
41 46 -44
41 47 -24
41 48 -1
41 49 -9
41 50 -48
41 51 2
41 52 -11
41 53 -11
41 54 -21
41 55 -48
41 56 23
41 57 19
41 58 47
41 60 -44
41 61 9
41 62 6
41 63 -30
41 64 -2
41 65 35
41 66 8
41 67 34
41 68 26
41 69 -5
41 70 13
42 44 -9
42 45 -37
42 46 -25
42 47 -1
42 48 -15
42 49 -4
42 50 -42
42 51 -35
42 52 37
42 53 15
42 54 43
42 55 -28
42 56 9
42 57 29
42 58 14
42 59 33
42 60 8
42 61 -47
42 62 44
42 63 -45
42 64 20
42 65 -40
42 66 -27
42 67 -2
42 68 17
42 69 17
42 70 -47
43 44 45
43 45 31
43 46 42
43 47 41
43 48 2
43 49 45
43 50 -43
43 51 -13
43 52 43
43 53 -14
43 54 20
43 55 26
43 56 25
43 57 -44
43 58 -23
43 59 42
43 60 11
43 61 16
43 62 3
43 63 -29
43 64 22
43 65 -42
43 66 -27
43 67 25
43 68 -48
43 69 -32
43 70 22
44 45 -7
44 46 22
44 47 -45
44 48 -41
44 49 5
44 50 20
44 51 46
44 52 -1
44 53 -23
44 54 -32
44 55 -7
44 56 -2
44 57 22
44 58 -34
44 59 19
44 60 11
44 61 10
44 62 5
44 63 -8
44 64 -35
44 65 21
44 66 -46
44 67 -21
44 69 -7
44 70 27
45 46 -27
45 47 15
45 48 46
45 49 -36
45 50 45
45 51 -25
45 52 32
45 53 -41
45 54 -5
45 55 41
45 56 -37
45 57 38
45 58 36
45 59 -32
45 60 6
45 61 -33
45 62 47
45 63 -28
45 64 -31
45 65 34
45 66 48
45 67 30
45 68 36
45 69 9
45 70 23
46 47 -3
46 48 38
46 49 16
46 50 37
46 51 26
46 52 -40
46 53 2
46 54 33
46 55 25
46 56 39
46 57 -12
46 58 -48
46 59 39
46 60 45
46 62 18
46 63 12
46 64 -28
46 65 -16
46 66 -5
46 67 -7
46 68 -35
46 69 31
46 70 -36
47 48 21
47 49 35
47 50 -25
47 51 16
47 52 -15
47 53 -10
47 54 37
47 56 46
47 57 -2
47 58 36
47 59 39
47 60 -16
47 61 8
47 62 -39
47 63 -16
47 64 -25
47 65 -34
47 66 -46
47 67 -46
47 68 41
47 69 14
47 70 30
48 49 48
48 50 6
48 51 33
48 52 -36
48 53 19
48 54 5
48 55 48
48 56 50
48 57 4
48 58 16
48 59 28
48 60 1
48 61 -46
48 62 10
48 63 3
48 64 8
48 65 -40
48 66 35
48 67 15
48 68 -32
48 69 -41
48 70 13
49 50 10
49 51 49
49 52 -37
49 53 -40
49 54 22
49 55 -43
49 56 -39
49 57 35
49 58 31
49 59 -49
49 60 45
49 61 -34
49 62 -10
49 63 -13
49 64 -21
49 65 -19
49 66 -11
49 67 -26
49 68 34
49 69 16
49 70 23
50 51 -16
50 52 -9
50 53 37
50 54 9
50 55 -11
50 56 -4
50 57 -4
50 58 -2
50 59 -33
50 60 21
50 61 -16
50 62 -36
50 63 22
50 64 -48
50 65 8
50 66 -47
50 67 39
50 68 -36
50 69 42
50 70 33
51 52 26
51 53 37
51 54 36
51 55 -25
51 56 44
51 57 -20
51 58 -8
51 59 20
51 60 13
51 61 -43
51 62 -14
51 63 -48
51 64 -21
51 65 -20
51 66 8
51 67 -33
51 68 -46
51 69 -16
51 70 10
52 53 30
52 54 -17
52 55 46
52 56 18
52 58 23
52 59 -35
52 60 -39
52 61 38
52 62 -22
52 63 4
52 64 12
52 65 -4
52 66 49
52 67 -2
52 68 34
52 69 -9
52 70 -34
53 54 -19
53 55 -13
53 56 -47
53 57 -10
53 58 -24
53 59 -17
53 60 49
53 61 41
53 62 -45
53 63 9
53 64 -41
53 65 -24
53 66 33
53 67 -5
53 68 -33
53 69 -29
53 70 -50
54 55 44
54 56 -24
54 57 1
54 58 -11
54 59 43
54 60 -38
54 61 -23
54 62 -17
54 63 40
54 64 -43
54 65 -13
54 66 42
54 67 49
54 68 10
54 69 -20
55 56 34
55 57 36
55 58 -1
55 59 -21
55 60 43
55 61 -47
55 62 6
55 63 31
55 64 37
55 65 -49
55 66 -21
55 67 -23
55 68 -30
55 69 -19
55 70 -23
56 57 -46
56 58 30
56 59 -35
56 60 24
56 61 -34
56 62 -22
56 63 -26
56 64 -40
56 65 -45
56 66 41
56 67 18
56 68 50
56 69 -40
56 70 34
57 58 -10
57 59 -37
57 60 32
57 61 47
57 62 8
57 63 -18
57 64 -20
57 65 40
57 66 42
57 67 40
57 68 -22
57 69 -25
57 70 -3
58 59 -15
58 60 -23
58 61 16
58 62 1
58 63 -18
58 64 -49
58 65 -20
58 66 -40
58 67 46
58 68 34
58 69 6
58 70 -41
59 60 -39
59 61 15
59 62 -32
59 63 7
59 64 50
59 65 27
59 66 -31
59 67 -1
59 68 -47
59 69 -40
59 70 17
60 61 19
60 62 42
60 63 6
60 64 -21
60 65 -45
60 66 -49
60 67 28
60 68 47
60 69 -36
60 70 -37
61 62 35
61 63 7
61 64 -30
61 65 5
61 66 42
61 67 33
61 68 -49
61 69 -30
61 70 -27
61 71 -43
61 72 32
61 73 24
61 74 35
61 75 -43
61 76 28
61 77 29
61 78 -36
61 79 29
61 80 38
61 81 45
61 82 -31
61 83 -5
61 84 33
61 85 31
61 86 -4
61 87 30
61 88 -46
61 89 45
61 90 22
62 63 10
62 65 -22
62 66 7
62 67 -33
62 68 -45
62 69 -41
62 70 32
62 71 35
62 72 39
62 73 10
62 74 13
62 75 -23
62 76 22
62 77 -42
62 78 -36
62 79 -18
62 80 30
62 81 33
62 82 31
62 83 -27
62 84 13
62 85 -10
62 86 -44
62 87 -22
62 88 -12
62 89 -27
62 90 -34
63 64 23
63 65 -2
63 66 37
63 67 31
63 68 14
63 69 22
63 70 -32
63 71 -5
63 72 49
63 73 -14
63 74 -16
63 75 -2
63 76 21
63 77 -46
63 78 43
63 79 -38
63 80 -44
63 81 -15
63 82 -3
63 83 7
63 84 -13
63 85 -17
63 86 9
63 87 38
63 88 -22
63 89 -35
63 90 43
64 65 4
64 66 31
64 67 33
64 68 49
64 69 -36
64 70 -42
64 71 36
64 72 -32
64 73 16
64 74 -1
64 75 12
64 76 41
64 77 13
64 78 -34
64 79 -32
64 80 46
64 82 25
64 83 -47
64 84 6
64 85 32
64 86 44
64 87 -17
64 88 -7
64 89 41
64 90 18
65 66 -7
65 67 33
65 68 4
65 69 14
65 70 22
65 71 -21
65 72 -1
65 73 -31
65 74 30
65 75 32
65 76 -18
65 77 -34
65 78 46
65 79 -7
65 80 39
65 81 -42
65 82 44
65 83 47
65 84 45
65 85 9
65 86 -35
65 87 -8
65 88 27
65 89 34
65 90 27
66 67 -24
66 68 -33
66 69 46
66 70 -21
66 71 -13
66 72 23
66 73 15
66 74 -32
66 75 44
66 76 -17
66 77 -18
66 78 -23
66 79 -40
66 80 48
66 81 12
66 82 -37
66 83 -9
66 84 -37
66 85 8
66 86 14
66 87 40
66 88 -36
66 89 -17
66 90 33
67 68 -14
67 69 28
67 70 1
67 71 46
67 72 47
67 73 -46
67 74 -20
67 75 38
67 76 15
67 77 -16
67 78 38
67 79 13
67 80 45
67 81 29
67 82 -23
67 83 -32
67 84 -13
67 85 -7
67 86 -34
67 87 32
67 88 -22
67 89 42
67 90 16
68 69 -49
68 70 -46
68 71 27
68 72 -1
68 73 -40
68 74 -3
68 75 17
68 76 -19
68 77 34
68 78 16
68 79 40
68 80 37
68 81 -44
68 82 19
68 83 5
68 84 -40
68 85 -23
68 86 35
68 87 5
68 88 -5
68 89 35
68 90 -38
69 70 -33
69 71 20
69 72 -24
69 73 -35
69 74 30
69 75 7
69 76 38
69 77 -48
69 78 4
69 79 21
69 80 13
69 81 30
69 82 30
69 83 10
69 84 -48
69 85 -37
69 86 1
69 87 12
69 88 -45
69 89 24
69 90 41
70 71 24
70 72 30
70 73 -16
70 74 -22
70 75 -7
70 76 22
70 77 31
70 78 49
70 79 49
70 80 9
70 81 -18
70 82 -4
70 83 27
70 84 -23
70 85 -4
70 86 14
70 87 6
70 88 24
70 89 -50
70 90 1
71 72 -31
71 73 49
71 74 41
71 75 -15
71 76 16
71 77 -9
71 78 -27
71 79 32
71 80 -41
71 81 7
71 82 -9
71 83 11
71 84 -46
71 85 11
71 86 -46
71 87 -43
71 88 -8
71 89 22
71 90 -19
72 73 -28
72 75 -24
72 76 -9
72 77 -17
72 78 23
72 79 27
72 80 28
72 81 -15
72 82 14
72 83 27
72 84 36
72 85 -39
72 86 -22
72 87 -26
72 88 -11
72 89 13
72 90 -44
73 74 -15
73 75 50
73 76 6
73 77 -2
73 78 44
73 79 23
73 80 -4
73 81 -12
73 82 -46
73 83 41
73 84 -29
73 85 -50
73 86 8
73 87 25
73 88 48
73 89 -21
73 90 49
74 75 4
74 76 3
74 77 40
74 78 34
74 79 -47
74 80 -25
74 81 -30
74 82 -9
74 83 -12
74 84 -10
74 85 5
74 86 -39
74 87 -24
74 88 -44
74 89 -10
74 90 8
75 76 16
75 77 -18
75 78 15
75 79 -5
75 80 25
75 81 33
75 82 9
75 83 18
75 84 -8
75 85 -15
75 86 -26
75 87 26
75 88 -44
75 89 -31
75 90 -35
76 77 -29
76 78 -13
76 79 -48
76 80 7
76 81 8
76 82 39
76 83 -46
76 84 -27
76 85 -11
76 86 -16
76 87 -28
76 88 23
76 89 -16
76 90 32
77 78 36
77 79 18
77 80 -32
77 81 -13
77 82 -12
77 83 -12
77 84 -3
77 85 -8
77 86 -27
77 87 9
77 88 33
77 89 -40
77 90 -38
78 79 16
78 80 -8
78 81 -38
78 82 30
78 83 -5
78 84 33
78 85 -8
78 86 4
78 87 4
78 88 -31
78 89 43
78 90 4
79 80 -4
79 81 44
79 82 -5
79 83 -9
79 84 -16
79 85 2
79 86 -44
79 87 -5
79 88 -37
79 89 5
79 90 -28
80 81 9
80 82 -19
80 83 -30
80 84 -38
80 85 -49
80 86 37
80 87 17
80 88 -43
80 89 -6
80 90 -35
81 82 -12
81 83 -47
81 84 24
81 85 37
81 86 33
81 87 -46
81 88 -6
81 89 -33
81 90 12
82 83 -15
82 84 14
82 85 -11
82 86 11
82 87 -48
82 88 22
82 89 34
82 90 -33
83 84 -3
83 85 -24
83 86 -3
83 87 42
83 88 -15
83 89 -13
83 90 -11
84 85 -3
84 86 34
84 87 -5
84 88 -43
84 89 24
84 90 -26
85 86 25
85 87 -15
85 88 -44
85 89 37
85 90 -17
86 87 10
86 88 46
86 89 -7
86 90 46
87 88 -22
87 89 -6
87 90 -39
88 89 -22
88 90 34
89 90 -26
