25
325
7 12 76.71875
7 13 85.07812
7 14 85.07812
7 15 85.07812
7 16 85.07812
7 17 13.5625
7 18 85.07812
7 19 85.07812
7 20 85.07812
7 21 85.07812
7 22 85.07812
7 23 85.07812
7 24 85.07812
7 25 85.07812
8 8 85.07812
8 9 85.07812
8 10 85.07812
8 11 85.07812
8 12 85.07812
8 13 85.07812
8 14 85.07812
8 15 29.78125
8 16 85.07812
8 17 30.9375
8 18 85.07812
8 19 85.07812
8 20 85.07812
8 21 13.10938
8 22 85.07812
8 23 85.07812
8 24 85.92188
8 25 21.10938
9 9 85.07812
9 10 85.07812
9 11 85.07812
9 12 85.07812
9 13 85.07812
9 14 85.07812
9 15 74.82812
9 16 74.35938
9 17 85.07812
9 18 85.07812
9 19 82.0
9 20 85.07812
9 21 85.07812
9 22 85.07812
9 23 85.07812
9 24 85.07812
9 25 83.40625
10 10 85.07812
10 11 85.07812
10 12 85.07812
10 13 85.07812
10 14 66.23438
10 15 85.07812
10 16 24.0
10 17 85.07812
10 18 85.07812
10 19 85.07812
10 20 85.07812
10 21 85.07812
10 22 85.07812
10 23 85.07812
10 24 77.5625
10 25 85.07812
11 11 85.07812
11 12 85.07812
11 13 85.07812
11 14 85.07812
11 15 85.07812
11 16 85.07812
11 17 85.07812
11 18 85.07812
11 19 85.07812
11 20 82.32812
11 21 85.07812
11 22 31.65625
11 23 22.59375
11 24 85.07812
11 25 85.07812
12 12 85.07812
12 13 85.07812
12 14 85.07812
12 15 85.07812
12 16 85.07812
12 17 10.5625
12 18 85.07812
12 19 85.07812
12 20 89.82812
12 21 85.07812
12 22 10.01562
12 23 85.07812
12 24 85.07812
12 25 85.07812
13 13 78.29688
13 14 85.07812
13 15 85.07812
13 16 80.46875
13 17 27.21875
13 18 85.07812
13 19 13.92188
13 20 85.07812
13 21 85.07812
13 22 85.35938
13 23 85.07812
13 24 85.07812
13 25 32.64062
14 14 85.07812
14 15 85.07812
14 16 85.07812
14 17 85.07812
14 18 85.07812
14 19 85.07812
14 20 12.9375
14 21 85.07812
14 22 85.07812
14 23 85.07812
14 24 85.07812
14 25 86.67188
15 15 17.59375
15 16 85.07812
15 17 85.07812
15 18 32.35938
15 19 85.07812
15 20 85.07812
15 21 85.07812
15 22 85.07812
15 23 85.07812
15 24 85.07812
15 25 70.9375
16 16 85.07812
16 17 85.07812
16 18 85.07812
16 19 83.53125
16 20 85.07812
16 21 24.03125
16 22 85.07812
16 23 85.07812
16 24 85.07812
16 25 85.07812
17 17 85.07812
17 18 21.85938
17 19 85.07812
17 20 85.07812
17 21 16.3125
17 22 85.07812
17 23 85.07812
17 24 15.9375
17 25 85.07812
18 18 85.07812
18 19 85.07812
18 20 83.92188
18 21 85.07812
18 22 85.07812
18 23 85.07812
18 24 85.07812
18 25 85.07812
19 19 61.03125
19 20 85.07812
19 21 85.07812
19 22 85.07812
19 23 79.75
19 24 85.07812
19 25 85.07812
20 20 74.125
20 21 85.07812
20 22 90.125
20 23 85.07812
20 24 85.07812
20 25 85.07812
21 21 85.07812
21 22 85.07812
21 23 85.07812
21 24 85.07812
21 25 85.07812
22 22 85.07812
22 23 81.60938
22 24 10.6875
22 25 85.07812
23 23 85.07812
23 24 85.07812
23 25 85.07812
24 24 85.07812
24 25 65.76562
25 25 85.07812
1 15
2 43
3 30
4 41
5 19
6 41
7 6
8 1
9 33
10 10
11 28
12 10
13 18
14 14
15 44
16 47
17 29
18 46
19 6
20 37
21 7
22 36
23 50
24 9
25 32
141
6
